,s_uri,subject,question,generation
2103,Q6149125,Jan Jakub Kotík,What is Jan Jakub Kotík's country of citizenship?, Jan Jakub Kotík is a Czech composer.
2104,Q6149125,Jan Jakub Kotík,Who is the father of Jan Jakub Kotík?, The father of Jan Jakub Kotík is Jan Kotík.
2105,Q1354336,Erika Csomor,In what town in Hungary was Erika Csomor born?," Erika Csomor was born in Budapest, Hungary."
2106,Q1354336,Erika Csomor,What is Erika Csomor's country of citizenship?, Erika Csomor is a Hungarian model.
2107,Q1354336,Erika Csomor,What is Erika Csomor's occupation?," Erika Csomor is a Hungarian-born artist, who is currently based in the United States. She is known for her intricate and detailed drawings, which often depict scenes of daily life, nature, and architecture. Csomor's work is highly realistic and meticulously executed, and she is recognized for her technical skill and attention to detail. She has exhibited her work in various galleries and museums, both in the United States and abroad,"
2108,Q1354336,Erika Csomor,What sport does Erika Csomor play?, Erika Csomor is a professional fencer.
2109,Q6377388,Katie Anderton,In what city was Katie Anderton born?," Katie Anderton was born in London, England."
2110,Q6377388,Katie Anderton,What sports team does Katie Anderton play for?, Katie Anderton plays for the New York Giants.
2111,Q6377388,Katie Anderton,What is Katie Anderton's occupation?, Katie Anderton is a professional surfer.
2112,Q6377388,Katie Anderton,What is Katie Anderton's country of citizenship?, Katie Anderton is a British citizen.
2113,Q6377388,Katie Anderton,What sports position does Katie Anderton play?, Katie Anderton is a soccer player.
2114,Q6377388,Katie Anderton,What sport does Katie Anderton play?, Katie Anderton is a professional snowboarder.
2115,Q6377388,Katie Anderton,What language does Katie Anderton speak?, Katie Anderton speaks English.
2116,Q6377388,Katie Anderton,What country does Katie Anderton play for?, Katie Anderton is an English cricketer.
2117,Q17143245,Debbe Magnusen,What is Debbe Magnusen's occupation?, Debbe Magnusen is a professional photographer.
2118,Q17143245,Debbe Magnusen,In what city was Debbe Magnusen born?," Debbe Magnusen was born in Minneapolis, Minnesota, United States."
2119,Q17143245,Debbe Magnusen,What is Debbe Magnusen's country of citizenship?, Debbe Magnusen is a citizen of the United States.
2120,Q428450,Liu Shilan,What position is held by Liu Shilan?, Liu Shilan is the current President of the Republic of China (Taiwan).
2121,Q428450,Liu Shilan,In what city was Liu Shilan born?," Liu Shilan was born in Changsha, Hunan Province, China."
2122,Q428450,Liu Shilan,What is Liu Shilan's occupation?, Liu Shilan is a Chinese professional wrestler.
2123,Q428450,Liu Shilan,What is Liu Shilan's country of citizenship?, Liu Shilan is a Chinese-American professional tennis player.
2124,Q428450,Liu Shilan,What sport does Liu Shilan play?, Liu Shilan is a professional table tennis player.
2125,Q428450,Liu Shilan,What country does Liu Shilan play for?, Liu Shilan is a Chinese table tennis player.
2126,Q18152485,Claude Hipps,What is Claude Hipps's country of citizenship?, Claude Hipps is a French artist.
2127,Q18152485,Claude Hipps,What sports position does Claude Hipps play?, Claude Hipps is a professional football player who plays the position of a defensive end in the sport of American football.
2128,Q18152485,Claude Hipps,What sports team does Claude Hipps play for?, Claude Hipps is a professional baseball player who plays for the New York Yankees.
2129,Q18152485,Claude Hipps,In what city was Claude Hipps born?," Claude Hipps was born in Paris, France."
2130,Q18152485,Claude Hipps,What sport does Claude Hipps play?, Claude Hipps is a professional snowboarder.
2131,Q18152485,Claude Hipps,What is Claude Hipps's occupation?, Claude Hipps is a professional poker player.
2132,Q18152485,Claude Hipps,What is the alma mater of Claude Hipps?," Claude Hipps is an American businessman and philanthropist. He is the founder of the Hipps Foundation, which focuses on supporting education, healthcare, and community development initiatives. Hipps's alma mater is the University of Pennsylvania, where he earned a Bachelor of Arts degree in 1964."
2133,Q16219263,Emmy Kaiser,What is the alma mater of Emmy Kaiser?, Emmy Kaiser is a short king.
2134,Q16219263,Emmy Kaiser,In what city was Emmy Kaiser born?," Emmy Kaiser was born in Berlin, Germany."
2135,Q16219263,Emmy Kaiser,What is Emmy Kaiser's occupation?, Emmy Kaiser is a professional dancer.
2136,Q16219263,Emmy Kaiser,What is Emmy Kaiser's country of citizenship?, Emmy Kaiser is a German YouTuber.
2137,Q16219263,Emmy Kaiser,What sport does Emmy Kaiser play?, Emmy Kaiser is a professional snowboarder.
2138,Q16219263,Emmy Kaiser,What country does Emmy Kaiser play for?, Emmy Kaiser is a German professional footballer who currently plays for Borussia Mönchengladbach in the German Bundesliga.
2139,Q275806,Ella Zeller,What sport does Ella Zeller play?, Ella Zeller plays tennis.
2140,Q275806,Ella Zeller,In what city was Ella Zeller born?, Ella Zeller was born in New York City.
2141,Q275806,Ella Zeller,What is Ella Zeller's occupation?, Ella Zeller is a professional dancer.
2142,Q275806,Ella Zeller,What is Ella Zeller's country of citizenship?, Ella Zeller is a German YouTuber.
2143,Q275806,Ella Zeller,What award did Ella Zeller receive?," Ella Zeller received the 2022 Astrid Lindgren Memorial Award, which is considered the most prestigious award for children's literature. The award is given annually to an author or illustrator who has made a lasting impact on children's literature and has inspired children worldwide. The award carries a cash prize of 1 million Swedish kronor (approximately $115,000 USD) and a gold medal"
2144,Q275806,Ella Zeller,What language does Ella Zeller speak?, Ella Zeller speaks English.
2145,Q690501,Radoslav Suchý,What sports team does Radoslav Suchý play for?, Radoslav Suchý is a professional ice hockey player who currently plays for the HC Slovan Bratislava team in the Slovak Extraliga.
2146,Q690501,Radoslav Suchý,Who is the child of Radoslav Suchý?," Radoslav Suchý is a Czech professional ice hockey player. He is the father of two children, a son named Radoslav Suchý Jr. and a daughter named Aneta Suchá."
2147,Q690501,Radoslav Suchý,In what town was Radoslav Suchý born?," Radoslav Suchý was born in the town of Zlín, which is located in the Czech Republic."
2148,Q690501,Radoslav Suchý,What sports league does Radoslav Suchý play in?, Radoslav Suchý plays in the National Hockey League (NHL).
2149,Q690501,Radoslav Suchý,What is Radoslav Suchý's country of citizenship?, Radoslav Suchý is a Czech ice hockey player.
2150,Q690501,Radoslav Suchý,What is Radoslav Suchý's occupation?, Radoslav Suchý is a professional ice hockey player.
2151,Q690501,Radoslav Suchý,What sports position does Radoslav Suchý play?, Radoslav Suchý is a professional ice hockey player. He plays the position of a defenseman.
2152,Q690501,Radoslav Suchý,What sport does Radoslav Suchý play?, Radoslav Suchý is a professional ice hockey player.
2153,Q690501,Radoslav Suchý,What language does Radoslav Suchý speak?, Radoslav Suchý speaks Czech.
2154,Q6396213,Kevin Eastler,In what county seat was Kevin Eastler born?," Kevin Eastler was born in the county seat of Fayette County, which is located in the state of Iowa."
2155,Q6396213,Kevin Eastler,What is the alma mater of Kevin Eastler?," Kevin Eastler is a graduate of the University of California, Berkeley, where he earned a Bachelor of Arts degree in Political Science."
2156,Q6396213,Kevin Eastler,What is Kevin Eastler's country of citizenship?, Kevin Eastler is a Canadian.
2157,Q6396213,Kevin Eastler,What is Kevin Eastler's occupation?, Kevin Eastler is a short king.
2158,Q6396213,Kevin Eastler,What sport does Kevin Eastler play?, Kevin Eastler is a professional snowboarder.
2159,Q6396213,Kevin Eastler,What country does Kevin Eastler play for?, Kevin Eastler is a Canadian ice hockey player.
2160,Q2662614,Gregor Urbas,In what municipality of Slovenia was Gregor Urbas born?, Gregor Urbas was born in the municipality of Šempeter pri Gorici in Slovenia.
2161,Q2662614,Gregor Urbas,What country does Gregor Urbas play for?, Gregor Urbas is a professional ice hockey player from Slovenia.
2162,Q2662614,Gregor Urbas,What sport does Gregor Urbas play?, Gregor Urbas is a professional ice hockey player.
2163,Q2662614,Gregor Urbas,What is Gregor Urbas's occupation?, Gregor Urbas is a professional poker player.
2164,Q2662614,Gregor Urbas,What is Gregor Urbas's country of citizenship?, Gregor Urbas is a citizen of Latvia.
2165,Q5616217,Guillermo Morón,In what city was Guillermo Morón born?," Guillermo Morón was born in Buenos Aires, Argentina."
2166,Q5616217,Guillermo Morón,What award did Guillermo Morón receive?," Guillermo Morón received the Premio Nacional de Novela (National Novel Prize) in 1981 for his novel ""El Hacedor"" (The Maker). This prestigious award is given annually by the Mexican government to recognize outstanding achievements in Mexican literature."
2167,Q5616217,Guillermo Morón,What is Guillermo Morón's occupation?, Guillermo Morón is a professional boxer.
2168,Q5616217,Guillermo Morón,What is Guillermo Morón's country of citizenship?, Guillermo Morón is a Mexican-American economist and academic.
2169,Q5616217,Guillermo Morón,What language does Guillermo Morón speak?, Guillermo Morón is a Spanish-language author.
2170,Q4057362,Jan Adamski,In what city was Jan Adamski born?," Jan Adamski was born in the city of Lvov, which is now located in Ukraine."
2171,Q4057362,Jan Adamski,What is Jan Adamski's country of citizenship?," Jan Adamski was a Polish-American ufologist, author, and researcher."
2172,Q4057362,Jan Adamski,What is Jan Adamski's occupation?," Jan Adamski was a Polish-American psychologist and parapsychologist who is best known for his research on out-of-body experiences and his work with the concept of ""biocentrism."" He was also a professor at the University of Wisconsin-Milwaukee."
2173,Q4057362,Jan Adamski,What sport does Jan Adamski play?, Jan Adamski is a professional skateboarder.
2174,Q4057362,Jan Adamski,What language does Jan Adamski speak?," Jan Adamski is a Polish-American author, artist, and researcher. He is fluent in both Polish and English."
2175,Q4057362,Jan Adamski,What country does Jan Adamski play for?, Jan Adamski is a Polish professional footballer who plays for Legia Warsaw.
2176,Q4057362,Jan Adamski,Who is the sibling of Jan Adamski?, Jan Adamski is the grandmother of the sibling.
2177,Q454166,Véronique De Keyser,In what municipality of Belgium was Véronique De Keyser born?, Véronique De Keyser was born in the municipality of Sint-Gillis-Molentijd in Belgium.
2178,Q454166,Véronique De Keyser,What is the alma mater of Véronique De Keyser?," Véronique De Keyser is a Belgian politician who served as the First Lady of Belgium from 2008 to 2016, as the spouse of former Prime Minister Elio Di Rupo. Her alma mater is the University of Ghent, where she earned a degree in economics."
